"Sector","Major Head ","Cat","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"REGS","MH 2052","B","S","Jammu and Kashmir","15.38","15.45","15.03","15.50","15.98","17.06","18.99","19.83","22.27","23.80","29.98","34.76"
"REGS","MH 2052","B","G","Jharkhand","0.00","5.22","19.45","18.96","20.39","23.78","24.55","27.36","554.70","62.64","63.59","150.96"
"REGS","MH 2052","B","G","Karnataka","29.99","31.51","32.40","37.91","40.12","40.70","44.81","48.16","60.14","68.58","74.51","79.46"
"REGS","MH 2052","B","G","Kerala","42.68","42.60","38.91","42.32","56.50","58.93","61.92","67.83","69.83","81.92","91.38","99.67"
"REGS","MH 2052","B","G","Madhya Pradesh","41.31","68.25","202.60","133.39","37.92","38.61","41.63","48.00","84.63","90.52","86.83","135.71"
"REGS","MH 2052","B","G","Maharastra","98.53","70.23","65.74","66.07","68.73","72.76","97.94","97.07","103.60","117.29","138.33","181.76"
"REGS","MH 2052","B","S","Manipur","15.38","12.57","12.35","13.95","14.66","14.95","16.70","16.40","19.38","23.74","23.57","34.19"
"REGS","MH 2052","B","S","Meghalaya","16.68","17.67","18.86","18.74","21.52","23.10","25.44","28.66","34.63","35.33","47.32","55.52"
"REGS","MH 2052","B","S","Mizoram","13.05","14.70","15.39","15.52","18.46","17.97","19.18","38.85","23.32","29.79","32.15","46.23"
"REGS","MH 2052","B","S","Nagaland","21.93","23.92","25.22","28.17","30.16","29.59","33.59","34.85","40.58","45.46","58.02","65.57"
"REGS","MH 2052","B","G","Orissa","46.32","44.42","42.85","44.78","49.55","45.77","46.86","52.08","62.49","84.60","99.29","111.11"
"REGS","MH 2052","B","G","Punjab","41.98","47.47","47.51","52.34","50.63","57.46","61.44","62.93","67.84","75.63","90.85","97.96"
"REGS","MH 2052","B","G","Rajasthan","31.89","36.00","37.02","37.92","43.10","45.08","51.28","52.43","58.77","89.71","94.75","96.98"
"REGS","MH 2052","B","S","Sikkim","5.57","6.02","6.07","7.33","8.20","9.27","10.04","11.03","12.95","14.49","25.38","23.41"
"REGS","MH 2052","B","G","Tamil Nadu","54.03","53.95","50.37","52.66","49.76","57.10","58.34","68.12","85.57","89.52","101.11","116.39"
"REGS","MH 2052","B","S","Tripura","9.46","10.73","9.23","12.28","12.11","13.98","15.20","15.97","18.27","22.57","29.83","30.98"
"REGS","MH 2052","B","G","Uttar Pradesh","91.33","98.60","107.50","99.62","104.32","111.23","123.23","139.19","155.48","673.92","2498.88","319.77"
"REGS","MH 2052","B","S","Uttarakhand","0.00","3.08","15.74","20.95","27.87","26.56","33.11","37.94","38.91","44.76","57.62","70.45"
"REGS","MH 2052","B","G","West Bengal","61.95","59.18","55.92","57.74","58.19","59.60","61.99","65.43","73.57","82.01","128.01","138.78"
"REGS","MH 2053","A","U","A Union Govt","5.01","5.43","5.73","6.19","7.83","7.54","7.33","8.27","8.87","12.71","16.54","15.90"
"REGS","MH 2053","B","UT","A UT Puducherry","1.03","1.05","1.16","1.06","1.52","1.67","1.70","1.80","2.08","2.76","3.39","3.50"
"REGS","MH 2053","B","G","Andhra Pradesh","256.63","304.12","276.05","262.22","271.00","285.14","322.43","352.68","459.90","506.93","624.17","732.17"
"REGS","MH 2053","B","S","Arunachal Pradesh","27.06","31.63","32.41","31.54","37.76","39.95","40.90","49.22","59.55","66.95","113.99","109.09"
"REGS","MH 2053","B","S","Assam","35.71","37.95","39.12","36.24","38.88","42.74","45.85","50.02","52.86","59.19","68.80","96.10"
"REGS","MH 2053","B","G","Bihar","212.81","129.72","66.07","70.58","76.42","197.82","477.39","495.96","308.69","335.28","379.91","278.22"
"REGS","MH 2053","B","G","Chattisgarh","0.00","12.76","34.04","35.79","36.94","43.97","42.66","50.22","57.55","77.72","104.19","115.06"
"REGS","MH 2053","B","UT","D NCT Delhi","14.37","17.03","15.24","15.82","19.36","23.68","26.29","27.37","47.54","42.19","50.34","55.08"
"REGS","MH 2053","B","G","Goa","6.75","7.56","8.38","9.78","9.86","9.30","9.20","9.58","11.44","16.41","22.27","23.03"
"REGS","MH 2053","B","G","Gujarat","62.63","63.99","59.67","74.14","81.41","97.32","87.36","95.18","108.35","119.70","183.99","189.30"
"REGS","MH 2053","B","G","Haryana","33.90","35.61","38.18","39.90","42.72","47.42","50.72","53.98","62.80","82.60","102.79","114.47"
"REGS","MH 2053","B","S","Himachal Pradesh","39.05","46.64","57.78","53.16","47.85","54.12","57.68","70.38","73.06","79.36","89.23","105.91"
"REGS","MH 2053","B","S","Jammu and Kashmir","20.58","22.34","21.62","22.61","23.51","23.81","26.70","29.14","42.58","43.95","57.91","63.24"
"REGS","MH 2053","B","G","Jharkhand","0.00","10.55","66.60","129.59","126.00","223.34","304.17","324.78","129.03","152.15","159.76","180.29"
"REGS","MH 2053","B","G","Karnataka","87.06","83.88","101.54","93.09","100.77","166.84","138.25","157.17","188.91","204.57","224.10","239.94"
"REGS","MH 2053","B","G","Kerala","58.56","62.96","55.36","58.56","63.39","67.51","65.39","85.69","172.32","152.18","370.27","167.94"
"REGS","MH 2053","B","G","Madhya Pradesh","134.46","133.81","106.47","122.06","117.67","135.73","133.66","146.58","167.95","200.66","250.86","288.83"
"REGS","MH 2053","B","G","Maharastra","461.89","926.57","1019.16","857.82","834.13","920.25","1106.14","1394.16","1542.90","1748.70","2100.78","2474.96"
"REGS","MH 2053","B","S","Manipur","12.44","8.60","9.49","9.34","10.12","10.45","13.59","11.73","12.88","15.48","14.76","21.98"
"REGS","MH 2053","B","S","Meghalaya","6.29","6.77","7.00","7.46","7.58","8.31","8.87","9.43","10.93","11.60","17.08","19.48"
"REGS","MH 2053","B","S","Mizoram","12.75","11.23","12.11","14.20","12.31","14.23","14.11","15.08","16.82","20.12","23.16","26.72"
"REGS","MH 2053","B","S","Nagaland","21.77","27.13","27.32","27.39","32.32","33.72","42.60","42.58","45.65","49.18","57.83","76.00"
"REGS","MH 2053","B","G","Orissa","45.34","46.01","42.66","45.10","45.05","42.97","45.61","48.13","61.39","75.19","88.83","95.27"
"REGS","MH 2053","B","G","Punjab","50.64","55.05","57.14","61.78","63.62","70.13","78.08","109.98","115.05","154.06","138.66","159.42"
"REGS","MH 2053","B","G","Rajasthan","87.72","89.99","97.74","98.20","105.31","115.52","124.59","131.82","145.59","220.19","246.56","265.43"
"REGS","MH 2053","B","S","Sikkim","2.39","2.46","2.49","2.85","2.79","3.15","3.84","4.03","4.51","5.37","8.62","7.73"
"REGS","MH 2053","B","G","Tamil Nadu","323.07","308.35","308.69","308.42","317.91","349.01","352.82","418.45","434.52","565.15","617.86","696.63"
"REGS","MH 2053","B","S","Tripura","8.72","12.82","14.46","12.27","12.74","12.78","21.19","21.50","20.69","26.51","27.83","30.57"
"REGS","MH 2053","B","G","Uttar Pradesh","168.85","230.19","155.73","174.42","179.69","182.59","196.70","261.77","251.34","305.38","332.24","460.73"
"REGS","MH 2053","B","S","Uttarakhand","0.00","6.05","22.80","21.34","25.34","26.24","28.87","33.48","35.47","47.84","57.69","64.66"
"REGS","MH 2053","B","G","West Bengal","56.53","61.51","60.59","60.83","62.39","64.37","67.82","73.72","81.61","89.91","130.18","139.22"
"REGS","MH 2054","A","U","A Union Govt","3.07","3.03","3.23","3.67","3.70","4.16","4.55","5.32","5.47","7.34","9.94","9.65"
"REGS","MH 2054","B","UT","A UT Puducherry","3.08","3.35","3.57","3.69","3.89","4.20","5.00","5.84","5.69","8.66","10.21","11.50"
"REGS","MH 2054","B","G","Andhra Pradesh","67.05","78.75","79.36","81.21","80.48","85.66","92.55","124.51","143.14","143.76","163.44","206.35"
"REGS","MH 2054","B","S","Arunachal Pradesh","2.69","3.08","3.33","3.58","4.15","4.54","4.49","5.27","6.61","8.15","13.39","12.48"
"REGS","MH 2054","B","S","Assam","13.31","13.13","13.88","14.47","18.58","16.61","25.14","21.04","25.73","27.29","50.92","50.98"
"REGS","MH 2054","B","G","Bihar","18.87","15.37","13.05","17.21","12.18","17.15","16.57","28.99","31.86","29.30","47.04","45.00"
"REGS","MH 2054","B","G","Chattisgarh","0.00","3.46","8.82","9.30","8.74","9.18","10.25","12.30","12.77","16.28","26.82","30.67"
"REGS","MH 2054","B","UT","D NCT Delhi","7.71","8.09","8.73","10.91","9.69","12.19","14.45","14.01","15.97","22.11","29.61","28.28"
"REGS","MH 2054","B","G","Goa","4.31","4.47","4.64","5.25","5.13","5.53","6.11","6.37","6.61","9.22","13.39","14.05"
"REGS","MH 2054","B","G","Gujarat","38.55","38.37","34.61","39.20","36.11","39.18","40.26","43.75","50.58","76.22","73.97","91.24"
"REGS","MH 2054","B","G","Haryana","12.26","16.86","14.97","16.35","14.87","15.77","17.15","17.98","19.21","26.42","35.39","42.78"
"REGS","MH 2054","B","S","Himachal Pradesh","9.91","10.85","10.59","11.97","11.89","13.59","15.24","20.51","18.12","18.81","22.06","28.24"
"REGS","MH 2054","B","S","Jammu and Kashmir","26.38","38.89","23.67","24.25","40.73","27.05","66.17","63.08","40.60","36.14","53.90","62.26"
"REGS","MH 2054","B","G","Jharkhand","0.00","1.58","5.10","4.93","5.60","7.46","6.53","8.04","10.01","11.27","17.65","14.27"
"REGS","MH 2054","B","G","Karnataka","33.55","32.17","47.20","52.27","40.39","40.80","44.14","45.43","54.02","61.41","65.18","72.05"
"REGS","MH 2054","B","G","Kerala","48.58","50.05","45.00","63.49","59.80","52.01","57.68","68.79","78.22","84.60","96.87","106.20"
"REGS","MH 2054","B","G","Madhya Pradesh","36.65","36.84","36.92","43.37","32.66","34.30","32.94","40.92","41.92","54.32","68.57","82.25"
"REGS","MH 2054","B","G","Maharastra","69.52","57.32","60.97","57.10","68.11","67.25","73.73","74.90","82.33","99.30","123.34","158.41"
"REGS","MH 2054","B","S","Manipur","4.10","3.00","3.37","3.14","3.26","4.69","4.54","5.02","5.37","6.19","7.01","9.69"
"REGS","MH 2054","B","S","Meghalaya","4.23","4.56","4.45","4.87","5.81","5.41","5.80","6.40","8.16","8.61","13.12","17.82"
"REGS","MH 2054","B","S","Mizoram","5.09","5.06","5.33","5.73","6.03","6.52","6.92","6.97","8.40","9.65","11.94","14.68"
"REGS","MH 2054","B","S","Nagaland","5.08","5.80","5.86","6.11","6.84","6.85","8.01","8.30","9.09","10.34","11.14","15.51"
"REGS","MH 2054","B","G","Orissa","20.67","23.86","22.30","24.50","24.76","25.06","26.13","29.21","33.72","48.48","59.50","73.77"
"REGS","MH 2054","B","G","Punjab","19.33","19.67","20.23","22.04","22.69","24.23","25.11","28.94","29.36","30.70","34.24","38.44"
"REGS","MH 2054","B","G","Rajasthan","33.91","34.31","37.98","38.71","42.37","43.90","47.84","53.85","58.78","83.49","96.71","100.31"
"REGS","MH 2054","B","S","Sikkim","2.69","3.23","3.07","3.54","4.75","4.76","5.09","5.39","5.51","6.30","10.95","9.84"
"REGS","MH 2054","B","G","Tamil Nadu","78.08","75.59","79.60","80.31","77.40","92.02","92.59","102.92","102.81","123.66","143.56","170.06"
"REGS","MH 2054","B","S","Tripura","1.83","1.86","1.94","1.86","1.67","1.60","2.12","1.94","1.94","2.13","2.83","3.11"
"REGS","MH 2054","B","G","Uttar Pradesh","70.51","60.50","62.25","64.01","66.96","70.85","81.37","92.21","107.95","113.64","135.10","181.42"
"REGS","MH 2054","B","S","Uttarakhand","0.00","2.97","11.42","11.92","13.77","14.74","17.81","19.22","19.57","28.00","34.16","37.65"
"REGS","MH 2054","B","G","West Bengal","47.09","48.82","50.13","45.61","55.27","52.49","56.48","60.66","70.68","74.48","100.55","110.20"
"REGS","MH 2055","A","U","A Union Govt","6463.00","6874.86","7362.96","8290.35","8968.51","10806.00","12540.52","13713.26","14127.55","20152.10","26465.85","27835.26"
"REGS","MH 2055","B","UT","A UT Puducherry","22.08","23.47","23.24","23.74","28.31","32.75","40.67","43.55","49.97","71.64","89.48","95.23"
"REGS","MH 2055","B","G","Andhra Pradesh","811.52","995.34","1050.44","1062.54","1164.49","1261.59","1427.63","1747.95","1944.30","2229.93","2768.29","3516.56"
"REGS","MH 2055","B","S","Arunachal Pradesh","59.81","67.04","71.27","72.50","85.29","108.43","103.12","109.55","123.13","159.27","294.30","255.72"
"REGS","MH 2055","B","S","Assam","586.65","612.59","650.98","627.73","619.97","635.88","719.66","776.74","975.00","975.79","1274.02","1592.58"
"REGS","MH 2055","B","G","Bihar","1157.46","961.76","777.30","798.21","825.11","938.15","1048.61","1212.77","1309.30","1553.85","2004.86","2362.55"
"REGS","MH 2055","B","G","Chattisgarh","0.00","72.54","248.67","292.71","252.58","264.38","341.79","386.74","490.94","657.68","984.79","1132.59"
"REGS","MH 2055","B","UT","D NCT Delhi","1.17","2.16","2.17","1.85","2.32","3.77","3.27","6.17","6.50","5.67","9.80","9.10"
"REGS","MH 2055","B","G","Goa","33.68","40.15","42.72","45.96","50.52","53.90","65.89","78.31","89.71","127.42","149.53","182.12"
"REGS","MH 2055","B","G","Gujarat","691.27","704.66","691.39","785.29","798.35","813.67","850.82","905.47","1061.20","1184.40","1609.88","2013.71"
"REGS","MH 2055","B","G","Haryana","363.27","393.33","455.53","471.69","495.49","592.71","645.12","690.35","773.68","1065.23","1390.16","1569.94"
"REGS","MH 2055","B","S","Himachal Pradesh","140.54","140.74","144.63","160.64","162.61","168.55","195.04","221.91","249.35","306.76","364.79","445.61"
"REGS","MH 2055","B","S","Jammu and Kashmir","806.71","827.77","1003.01","1048.21","1016.63","1035.89","1101.69","1264.67","1391.72","1735.48","1939.93","2290.22"
"REGS","MH 2055","B","G","Jharkhand","0.00","152.14","412.00","349.89","411.15","523.02","795.47","784.38","898.77","1287.39","1622.57","1653.70"
"REGS","MH 2055","B","G","Karnataka","671.32","672.44","796.35","797.82","859.29","873.18","1022.69","1122.20","1336.14","1590.63","1842.16","1899.98"
"REGS","MH 2055","B","G","Kerala","389.20","406.10","432.63","483.17","530.40","557.99","594.24","708.59","804.62","959.39","1005.79","1137.40"
"REGS","MH 2055","B","G","Madhya Pradesh","881.98","914.87","764.25","781.22","818.58","933.77","943.01","939.12","1047.10","1303.04","1642.91","2000.69"
"REGS","MH 2055","B","G","Maharastra","1884.57","1658.91","1655.14","1727.75","1900.95","2118.14","2304.20","2554.11","2957.03","3588.54","4715.45","5704.29"
"REGS","MH 2055","B","S","Manipur","168.70","127.32","137.81","135.08","144.98","158.49","188.66","197.59","261.04","317.28","359.28","613.46"
"REGS","MH 2055","B","S","Meghalaya","79.60","95.74","89.55","98.05","106.05","111.33","119.80","139.53","162.53","171.66","260.96","304.78"
"REGS","MH 2055","B","S","Mizoram","70.19","83.56","89.66","103.05","102.46","101.93","117.56","124.08","148.02","214.24","263.10","338.26"
"REGS","MH 2055","B","S","Nagaland","184.57","189.70","225.39","244.68","283.29","265.04","302.77","334.27","406.12","514.71","615.55","706.79"
"REGS","MH 2055","B","G","Orissa","381.53","359.90","367.16","362.74","378.02","393.54","429.63","488.79","596.27","855.32","1077.51","1290.31"
"REGS","MH 2055","B","G","Punjab","758.02","805.30","838.28","990.78","1045.75","1032.57","1145.91","1255.18","1424.42","1612.94","1898.38","2285.24"
"REGS","MH 2055","B","G","Rajasthan","635.73","656.77","672.81","705.61","758.64","831.20","885.68","943.01","1057.44","1535.60","1916.63","1988.23"
"REGS","MH 2055","B","S","Sikkim","37.03","38.06","39.45","50.68","49.38","55.30","64.58","67.76","74.06","87.68","159.33","151.91"
"REGS","MH 2055","B","G","Tamil Nadu","880.15","895.87","945.78","971.46","1034.58","1145.82","1226.53","1432.75","1564.35","1966.50","2367.22","2858.62"
"REGS","MH 2055","B","S","Tripura","140.73","157.28","172.10","191.06","202.46","221.22","258.59","273.47","318.73","345.39","502.23","499.19"
"REGS","MH 2055","B","G","Uttar Pradesh","1765.03","1997.61","1944.20","2039.12","2219.73","2320.70","2550.93","2947.36","3215.93","3907.92","4871.00","6506.63"
"REGS","MH 2055","B","S","Uttarakhand","0.00","49.32","159.12","194.38","220.49","223.57","235.28","288.41","297.45","419.22","536.07","602.81"
"REGS","MH 2055","B","G","West Bengal","1043.74","1122.24","1143.85","1128.81","1124.67","1180.89","1255.75","1389.42","1481.06","1669.01","2696.09","2997.73"
"REGS","MH 2056","A","U","A Union Govt","3.55","4.04","5.10","4.60","4.74","4.76","5.48","6.06","6.90","9.34","13.18","12.29"
"REGS","MH 2056","B","UT","A UT Puducherry","0.81","0.92","0.96","1.01","1.08","1.26","1.43","1.41","1.70","2.35","4.84","3.38"
"REGS","MH 2056","B","G","Andhra Pradesh","39.04","48.64","50.04","54.59","55.57","56.94","63.21","66.10","81.82","86.08","97.52","113.03"
"REGS","MH 2056","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.01","0.00","0.00","1.11","1.03","1.65","3.54","4.60"
"REGS","MH 2056","B","S","Assam","13.50","13.17","13.94","15.38","20.00","18.58","23.88","30.57","31.88","43.12","41.55","38.48"
"REGS","MH 2056","B","G","Bihar","83.71","63.20","51.57","58.61","61.25","66.17","65.80","77.68","100.63","100.89","109.14","112.57"
"REGS","MH 2056","B","G","Chattisgarh","0.00","6.72","16.62","24.12","24.91","19.68","19.96","36.45","31.22","30.67","51.82","45.53"
"REGS","MH 2056","B","UT","D NCT Delhi","17.61","34.18","23.95","47.58","42.14","45.85","39.06","47.64","84.12","77.84","100.74","102.46"
"REGS","MH 2056","B","G","Goa","1.70","1.99","2.37","2.31","2.28","2.42","2.61","2.89","3.19","4.56","5.82","7.53"
"REGS","MH 2056","B","G","Gujarat","23.36","23.74","22.68","23.15","23.61","26.86","30.14","32.61","34.19","37.17","45.88","56.20"
"REGS","MH 2056","B","G","Haryana","16.01","17.50","17.64","19.36","27.29","35.42","39.29","42.97","49.45","63.03","71.72","83.28"
"REGS","MH 2056","B","S","Himachal Pradesh","4.51","5.23","5.85","5.13","5.60","5.53","6.77","7.40","9.08","10.92","12.08","15.17"
"REGS","MH 2056","B","S","Jammu and Kashmir","13.42","12.38","11.60","13.30","15.50","16.70","20.17","21.43","22.44","21.15","27.87","29.10"
"REGS","MH 2056","B","G","Jharkhand","0.00","6.47","27.69","39.19","37.27","53.60","31.93","40.04","41.96","48.52","68.40","60.77"
"REGS","MH 2056","B","G","Karnataka","19.52","22.89","25.86","27.80","49.02","52.16","43.85","37.95","46.57","52.90","51.78","67.19"
"REGS","MH 2056","B","G","Kerala","17.48","19.54","18.96","23.72","29.33","27.57","23.85","29.41","41.51","41.20","55.98","50.55"
"REGS","MH 2056","B","G","Madhya Pradesh","67.21","63.02","54.93","59.23","59.63","62.21","67.26","73.37","83.19","99.00","117.62","138.45"
"REGS","MH 2056","B","G","Maharastra","54.97","48.17","46.26","58.90","86.40","97.02","99.00","93.41","111.76","100.60","123.76","127.61"
"REGS","MH 2056","B","S","Manipur","5.24","4.19","4.37","4.47","4.01","4.97","5.60","4.33","4.77","6.00","9.21","11.64"
"REGS","MH 2056","B","S","Meghalaya","2.45","2.85","2.72","2.80","3.07","3.32","3.23","3.41","4.06","4.22","7.25","7.38"
"REGS","MH 2056","B","S","Mizoram","5.87","6.73","6.28","6.20","8.89","9.10","10.58","10.45","11.05","9.59","11.15","12.24"
"REGS","MH 2056","B","S","Nagaland","5.72","5.64","6.81","6.91","8.84","7.72","8.76","8.68","9.99","11.12","13.15","18.00"
"REGS","MH 2056","B","G","Orissa","21.49","26.63","23.38","27.83","27.35","27.83","29.50","34.17","46.14","57.40","66.91","74.90"
"REGS","MH 2056","B","G","Punjab","38.11","42.17","39.76","47.91","51.35","53.80","57.89","61.23","71.82","77.33","91.24","105.03"
"REGS","MH 2056","B","G","Rajasthan","26.30","28.63","30.79","30.20","31.99","35.46","36.16","38.60","46.40","55.23","62.91","69.01"
"REGS","MH 2056","B","S","Sikkim","0.63","0.67","1.22","1.26","1.79","2.09","1.60","2.00","2.61","2.62","4.58","3.97"
"REGS","MH 2056","B","G","Tamil Nadu","49.91","48.82","49.99","52.94","60.19","59.62","59.48","66.90","77.48","90.52","109.59","124.06"
"REGS","MH 2056","B","S","Tripura","4.98","5.24","5.54","5.60","5.97","6.66","8.05","8.66","9.37","10.49","13.68","13.11"
"REGS","MH 2056","B","G","Uttar Pradesh","100.76","103.74","104.16","107.08","112.85","113.15","130.19","148.68","162.92","203.25","266.75","321.95"
"REGS","MH 2056","B","S","Uttarakhand","0.00","2.98","6.64","8.01","9.38","8.31","8.69","10.90","10.91","13.44","18.01","17.79"
"REGS","MH 2056","B","G","West Bengal","50.35","53.22","55.14","57.45","61.57","70.80","75.20","78.02","84.83","100.83","134.55","148.04"
"REGS","MH 2057","A","U","A Union Govt","34.88","36.38","36.52","38.68","39.54","42.01","41.78","44.31","45.07","71.86","81.44","91.33"
"REGS","MH 2057","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2057","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2057","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
